"","name","WAT","EN_FOR","DN_FOR","DB_FOR","MIX_FOR","CL_SHB","OP_SHB","WOOD_SAV","SAV","GRA","WETL","CROP","URB","NAT_CROP","SNOW","BAR","ELEV_MAX","ELEV_AVE","ELEV_MIN","SMAX","SAVG","ASP","BIO_1","BIO_2","BIO_3","BIO_4","BIO_5","BIO_6","BIO_7","BIO_8","BIO_9","BIO_10","BIO_11","BIO_12","BIO_13","BIO_14","BIO_15","BIO_16","BIO_17","BIO_18","BIO_19"
"43","Amalia",0,28.78,0,0,0,0,0,7,0,63.22,0,1,0,0,0,0,"3396.01684570312","2743.85583578549","2425.32836914062",31.521598815918,9.44752757050557,203.588474761368,3.21890616168578,15.1516457945108,41.5965457266481,779.623717949626,20.7985000610352,-15.6267499923706,36.4252500534058,12.5895832777023,-6.10979170600573,12.8897915283839,-6.10979170600573,563,83,29,34.3666831711212,208,95,200,95
"44","Ambrosia Lake",0,0,0,0,0,0,70.22,0,0,29.44,0,0,0,0,0,0.33,"2506.67651367188","2206.59929228486","2091.66748046875",28.8134269714355,3.55313364087393,178.345826773144,8.79800003270308,17.8731250464916,44.4223853989715,815.64959357494,28.363000869751,-11.8715000152588,40.2345008850098,18.3591668605804,12.4174582958221,19.0112086137136,-1.03741677602132,300,59,13,58.6058212193646,145,42,123,52
"45","Amistad",0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,"1437.73547363281","1388.46982115192","1342",2.72303986549377,0.573696095074767,115.969530711184,12.4990416665872,16.4671250383059,41.7663788125064,841.36477905469,32.2249984741211,-7.20174980163574,39.4267482757568,23.0102496147156,2.24645837148031,23.0102496147156,2.24645837148031,390,72,6,72.7136016636983,194,23,194,23
"46","Amistad SE",0,0,0,0,0,0,0,0,0,98.89,0,1.11,0,0,0,0,"1362.8056640625","1313.63707972935","1268.01794433594",4.82263278961182,0.956138547591504,133.998628344318,13.0380103414257,16.4663958897193,41.758438183295,845.4350333184,32.789249420166,-6.64324998855591,39.4324994087219,23.5957496960958,2.74033331871033,23.5957496960958,2.74033331871033,407,74,7,71.6194373217473,202,26,202,26
"47","Anastacio Spring",0,0,0,0,0,0.11,12.67,18.22,0.56,68.44,0,0,0,0,0,0,"2190.9794921875","2018.91541042995","1824.59448242188",22.228515625,6.07467550655378,185.815369717081,9.37069798260927,16.1783959319194,39.5126630680347,891.088235896819,29.3390007019043,-11.8322496414185,40.9447503089905,16.093541820844,13.1115208566189,20.5305210749308,-1.42943751811981,388,50.5,14.5,28.2957198227741,129,60.5,102,92.5
"48","Ancho",0,0,0,0,0,1.56,62.33,4,0.22,31.67,0,0.22,0,0,0,0,"2310.8779296875","1982.12798888124","1834.21228027344",27.3104686737061,3.2989747286576,206.980411503727,12.2175936649243,17.7500206728776,45.3277853162084,790.013338370778,31.5174999237061,-7.6417498588562,39.1592497825623,21.1975415547689,7.60529162486394,22.0673330624898,2.66762510935465,362,73,11,68.5956442633385,187,43,175,53
"49","Anderson Peak",0,0,0,0,0,0,11.56,0,0,88.44,0,0,0,0,0,0,"2364.78784179688","2189.40231879198","2114.36010742188",13.6656675338745,1.83603794423938,161.055148109756,9.19459381885827,21.4953125479321,50.3341209229164,769.065449671765,30.3115005493164,-12.3937501907349,42.7052507400513,18.3064167499542,4.40004173914592,18.6636668046315,-0.148958365122477,304,69,7,83.408195435964,179,29,145,40
"50","Andrews Place",0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,"1028.66284179688","999.755084704976","959.042785644531",1.88326561450958,0.542818535122087,141.972532952696,17.5825207096835,17.6794165248672,45.0250326823747,792.139829208672,36.8587493896484,-2.40700006484985,39.2657494544983,26.1388332049052,9.59150004883607,27.1885833740234,7.67754147946835,315,60,8,65.7973845978021,148,29,131,29
"51","Angel Draw",0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,"1056.96435546875","996.719998354917","963",3.17555093765259,0.626711769823233,170.310162797756,16.5626458128293,17.5100415945053,44.3845606830364,812.293826332534,35.7864990234375,-3.66424989700317,39.4507489204407,25.2897497812907,8.49716659386953,26.4337501525879,6.40970838069916,333,67,7,68.5799796630621,164,28,137,34
"52","Angus",0,26,0.11,0,0.56,19.89,29.67,17.33,0.11,3.67,0,0.89,1.11,0.67,0,0,"2915.5322265625","2305.26286197004","2037.99182128906",32.6857643127441,9.26321544079894,150.468200749661,8.64842708967626,14.0536460069319,43.6536753960087,677.86349631305,24.2915000915527,-7.90199995040894,32.1935000419617,16.3695832888285,7.66929173717896,17.13858350118,0.562333345413208,582,115,17,66.471595953541,298,73,269,99
"53","Animas",0,0,0,0,0,0,96.89,0,0,2.11,0,1,0,0,0,0,"1530.69055175781","1357.58595794145","1312.57775878906",17.8718032836914,0.825307056185345,212.976688974768,15.5696979177495,19.6676456506054,49.4379343324506,755.763007820807,35.1549987792969,-4.62750005722046,39.7824988365173,24.1774584452311,19.3471250534058,24.937958240509,6.48654154936473,320,66,5,71.981822045368,167,22,137,70
"54","Animas Peak",0,0,0,0,0,0.11,75.44,6,0.44,18,0,0,0,0,0,0,"2580.74780273438","1795.95920260999","1502.50305175781",37.8513793945312,8.09355813243157,225.189915847105,13.883041760729,17.0294169159606,48.0469964208212,687.335499915955,31.2714996337891,-4.17175006866455,35.4432497024536,21.6817083358765,17.2115003267924,22.4382500648499,5.63308338324229,420,92,6,73.5694088086748,222,31,187,87
"55","Animas Peak NE",0,0,0,0,0,0,80.22,0,0,19.78,0,0,0,0,0,0,"1768.41638183594","1516.16668384106","1434.80004882812",25.4473571777344,1.67650012490633,210.360209413612,14.5845521688849,18.4937709966519,49.3291693504249,707.657045732168,34.4065017700195,-4.77425003051758,37.466438293457,22.657562772433,17.9890209237734,23.3611357212067,6.06895830233892,389,85,5.75,74.1217777955255,206.5,27.25,172,82
"56","Antelope Hill",0,0,0,0,0,0,99.89,0,0,0.11,0,0,0,0,0,0,"1567.03930664062","1480.23257306658","1419",9.84475517272949,0.755665461741738,125.678692536374,14.8244375226398,19.976208401223,49.4322933280154,768.163117558893,34.8790016174316,-5.53224992752075,40.4112515449524,23.5409587224325,14.1749166498582,24.4526670773824,5.63987489541372,299,60,5,71.9507794838837,157,21,131,60
"57","Antelope Lookout Mesa",0,0,0,0,0,0,97.67,0,0,0.11,0,0,0,0,0,2.22,"2058.1279296875","1974.5184302771","1898.77294921875",7.80809164047241,1.52375408558261,193.860741098195,9.55176041523615,18.2846876382828,44.4145369332158,831.966250766252,29.5699996948242,-11.5982503890991,41.1682500839233,19.3479584058126,13.1957083940506,20.0158750216166,-0.457500060399373,265,47,12,49.6164581739097,118,38,98,50
"58","Antelope Pass",0,0,0,0,0,0,94.89,0,0,5.11,0,0,0,0,0,0,"2072.98217773438","1384.27255976043","1236.79577636719",33.4106750488281,4.86592804256943,185.457259645957,15.4527606219053,18.860021263361,48.7912682723323,740.816019109554,34.4947509765625,-4.15974998474121,38.6545009613037,23.9595421155294,19.0102086861928,24.6186672846476,6.53799986839294,340,71,5,73.3668929198262,179,22,146,75
"59","Antelope Ridge",0,0,0,0,0,0,93,0,0,7,0,0,0,0,0,0,"2017.09033203125","1621.89402988117","1377.10961914062",32.9341087341309,7.97083151980115,142.74035324395,13.4099894265334,20.2956039309502,50.8292039635281,729.854955373565,34.4842491149902,-6.97574996948242,39.9133739471436,22.0501038233439,16.5671039919058,22.621853907903,4.82485417524974,396.5,74.5,8,65.2962838110108,197,31.5,158.5,88
"60","Antelope Sink",0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,"1293.19689941406","1207.45892391211","1152.00952148438",4.79491901397705,0.982537301461376,113.459387165923,15.8600104389091,17.0748646383484,44.5872968658814,787.619441067384,35.0970001220703,-4.21175003051758,38.2912498116493,24.3314063946406,7.98441652953625,25.5362188418706,6.10089570780595,340.75,67,7.25,72.1717005914831,175.5,28.75,149.5,35
"61","Anthony",0,0,0,0,0,0,94.56,0,0,0,0,3.11,2.33,0,0,0,"1606.02355957031","1257.91904840884","1154.14697265625",29.1621017456055,2.49095286669568,198.286594645079,16.7261873831352,18.3467914362748,46.0884925220904,800.227089453661,36.3247489929199,-3.48300004005432,39.8077490329742,25.5174581209819,12.4223332206408,26.5833326975505,6.95145835479101,242,56,4,75.4786214973188,131,18,115,38
"62","Anton Chico",0,0,0,0,0,0,42.78,1.56,0,55.11,0,0.56,0,0,0,0,"1845.72290039062","1698.82694247231","1573.0234375",20.292516708374,3.01780259199587,150.17454811492,11.7604869753122,17.0856926937898,44.6809791068285,777.312106425833,31.5917491912842,-7.97350025177002,38.2346873283386,20.6923749446869,3.90533331036568,21.5542290608088,2.38990634679794,341.75,70,12,67.5854910267111,174,37.5,165,38.5
"63","Apache Canyon",0,0,0,0,0,0,29.33,0,0,70.33,0,0.33,0,0,0,0,"1508.98303222656","1422.66164983817","1271.72155761719",20.2259788513184,2.58140632281367,194.538533347884,13.3506770102928,15.8478541436295,41.9208270043102,810.215286090623,31.8997497558594,-5.90450000762939,37.8042497634888,23.3914581934611,3.39191675186157,23.3914581934611,3.39191675186157,458,80,12,60.799236697607,214,42,214,42
"64","Apache Gap",0,0,0,0,0,0,80.78,0,0,19.22,0,0,0,0,0,0,"2275.87426757812","1695.76118175038","1379.48706054688",41.3260917663574,7.70735043003843,145.918936927528,14.735624940445,18.2021667336424,46.6315538929232,778.045252351802,34.5967483520508,-5.10174989700317,39.0252482891083,23.4522495269775,10.3683543552955,24.4655205408732,5.34087510903676,294,62.5,4.5,77.2862518580812,164,21.5,137,42.5
"65","Apache Mesa",0.56,2.44,0,0,0,0,0,3.67,0.44,89.11,0,3.67,0,0.11,0,0,"2708.857421875","2277.10648597008","2105.16748046875",36.0203666687012,6.62513170097864,183.308472013465,6.43121353816241,18.3124582761278,44.0959650489683,829.685728073459,27.0677509307861,-15.6309995651245,41.5303750038147,16.4770103693008,9.37853124085814,16.5685937305292,-3.75968746344248,499,73.25,25,31.8994417411629,178.25,83.25,153.5,111.25
"66","Apache Peak",0,0,0,0,0,12.44,70.33,4.56,0.22,12.44,0,0,0,0,0,0,"2653.30712890625","2037.8763876068","1701.29846191406",35.8965492248535,12.7149504671199,154.302735898879,11.4079010033359,17.4289582284788,48.0061704419598,696.347775643979,32.0602493286133,-8.32600021362305,36.2983123064041,19.4331040978432,9.57509375611941,20.129354039828,3.08167709906896,400,83.5,6.75,79.522786638299,227.25,31.25,186.25,61.25
"67","Apache Springs",0,0,0,0,0,0,40.22,0.11,0.11,59.56,0,0,0,0,0,0,"2062.0322265625","1748.48756933984","1617.20385742188",27.3371162414551,3.75631038268319,174.039125684599,11.0311822794999,16.4505624566227,44.5489889499301,755.908278218722,31.3407497406006,-8.03125,36.9175622463226,19.7134791215261,3.0114687581857,20.5660206874212,1.93552090724309,368.75,75.5,12,68.3315509928595,188,39.25,178.25,39.25
"68","Apache Summit",0,5.22,0,0,0.22,2.56,16.33,52.33,0,14.44,0,7.78,0,1.11,0,0,"2634.94946289062","2385.79823512669","2046.85754394531",27.9971122741699,7.60034449916858,190.357576904015,10.0649036886171,15.3282032565524,45.2456157598565,684.841896013156,27.0955009460449,-7.5770001411438,33.873250246048,17.7154166301092,7.5727917291224,18.5892499685287,1.81544794638952,555.75,111,15.25,66.6070959883438,285.25,67.25,256.25,93.75
"69","Applegate Mountain",0,0,0,0,0,0,76.67,0,0,23.33,0,0,0,0,0,0,"2117.77368164062","1814.9141208279","1512.12109375",25.1762294769287,7.25759271406248,168.989017047547,12.9211039841175,19.3042080601056,50.3149436919907,710.677922771229,32.0094985961914,-6.35725021362305,38.3667488098145,21.3800412813822,15.8795414368312,21.9187498092651,4.62516657511393,431,81,9,64.1171670004825,211,35,172,97
"70","Arabela",0,0.78,0,0,0.22,1.78,85.33,5.22,0.89,5.78,0,0,0,0,0,0,"2808.3173828125","1798.86521422913","1543.79577636719",37.6696510314941,6.96761493936375,138.529882797909,13.4535026337641,16.6359740126257,44.9243943531644,747.994881290288,32.7620010375977,-5.96124982833862,37.0117505788803,22.0073229869207,6.46688549468915,22.7454272905985,4.38348954916,378,77.75,12,69.063303689022,195,39.5,180.25,44.5
"71","Aragon",0,0.11,0,0,0,42.67,17,20.78,0.44,18.56,0,0.44,0,0,0,0,"2716.0302734375","2282.51698959","1997.06530761719",34.0761222839355,7.34396626625171,164.913394997642,8.2605311969916,20.8555623491605,51.6780032823911,712.500124712621,27.9529991149902,-12.4037504196167,40.3567495346069,16.7276247342428,11.2352496733268,17.1865413983663,-0.247166474660238,396,83,11,70.5993752350525,208,41,172,66
"72","Aragon Hill",0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,"1754.16760253906","1692.5782270719","1508.82275390625",22.1982841491699,2.15563575808523,177.004912190755,11.0264869940778,17.0437135274212,43.272285839308,821.642694641598,31.1702499389648,-8.99275016784668,39.3815628290176,21.3305522203445,1.05873948335648,21.3305522203445,1.05873948335648,395.75,77,6.75,75.6156760010144,202.25,24,202.25,24
"73","Arch",0,0,0,0,0,0,0.89,0,0,91,0,8.11,0,0,0,0,"1281.03881835938","1221.302169226","1183",4.50224351882935,0.719753161517161,135.302318739627,14.4020729018375,16.990270782883,43.5209975479357,816.280698803183,33.6749992370605,-5.36425018310547,39.039249420166,24.3966668446859,6.16199998060862,24.3966668446859,4.32908328374227,425,75,11,68.248880812336,208,36,208,36
"74","Arch Mesa",0,0,0,0,0,0,83.11,0,0,16.89,0,0,0,0,0,0,"2032.74890136719","1922.58142419664","1745.53698730469",20.2724666595459,4.76694693961987,167.993920020892,11.6912213694304,17.6917032139997,43.6957470032544,834.958007718637,32.4425010681152,-9.25349998474121,40.4803750514984,21.3445105950038,6.8276770239075,22.2069166898727,1.62904165188471,271.75,52,12.75,57.6823679179682,130.75,41,108.75,42.25
"75","Arch NE",0,0,0,0,0,0,0,0,0,61.22,0,38.78,0,0,0,0,"1237.56030273438","1215.39458801696","1196.16479492188",2.13665151596069,0.37792960081971,162.770012732405,14.0110675689454,17.2026353285958,43.6141297427353,820.629342099146,33.5732498168945,-6.33199977874756,39.4407501220703,24.0977913538615,5.75181246797244,24.0977913538615,3.89370826880137,435,76,11,66.4177760008354,208.5,37,208.5,37.5
"76","Arch NW",0,0,0,0,0,0,0.11,0,0,51.78,0,48.11,0,0,0,0,"1245.30200195312","1221.21129844277","1197.16479492188",1.90934669971466,0.342227850434116,168.171750915126,14.0982759693482,17.2301770251555,43.6799102593513,820.862107802953,33.7022514343262,-6.33199977874756,39.4443752765656,24.1711978514989,5.84531243642171,24.1711978514989,3.97490615646044,431.5,75.75,11,67.2771963027338,209.25,36.75,209.25,37
"77","Archuleta",0,0,0,0,0,0,10.78,0,0,89.22,0,0,0,0,0,0,"2046.86987304688","1860.73907203636","1713.05871582031",36.9000511169434,6.4513855900515,184.222521632069,9.84788546773295,16.4036459165315,39.5533541783585,900.095741275575,31.1877498626709,-11.8322496414185,41.4684376716614,16.6116564273834,13.6524687334895,21.1147918303808,-1.06731247901917,360.25,47.75,13.75,28.6974565699688,121,57,96.25,84
"78","Ares Peak",0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,"1830.25329589844","1651.62000019986","1381.57507324219",31.8493156433105,4.96540649658818,159.6187410117,14.3417812089125,14.6361456116041,42.0286016732787,729.035469503646,31.2730007171631,-3.55124998092651,34.8242506980896,22.0445416768392,6.94733339548111,23.2595836321513,5.3318749666214,418,83,10,76.0906247522038,226,37,191,42
"79","Armstrong Canyon",0,0,0,0,0,0,27.44,0,0,72.11,0,0,0.44,0,0,0,"2395.35766601562","2213.30884815868","2067.09790039062",23.7657699584961,3.34692840469977,170.263184497582,8.70387494191527,21.3863748783867,50.8436761593706,751.286840905248,29.2864990234375,-12.77649974823,42.0629987716675,17.4988331794739,12.1104997545481,18.1334580580393,-0.290208180745443,352,76,11,71.2816440142935,186,37,155,57
"80","Arrosa Ranch",0,0,0,0,0,4.44,74.33,2,0.67,12.56,0,0,0,0,0,6,"2425.1572265625","2145.28571610275","2006.16979980469",28.3041229248047,2.30353493905523,130.03875547202,9.51847914854685,16.9768750667572,43.8463677444434,797.274863682921,28.5462493896484,-10.1727504730225,38.7189998626709,18.7828330993652,13.2045001188914,19.5097913742065,-0.0501252015431722,300,62,12,65.7435642880211,154,39,129,51
"81","Arrowhead Well",0,0,0,0,0,0,3.44,0,0,96.56,0,0,0,0,0,0,"2290.46240234375","2162.40396886277","2119",11.4217758178711,0.930873176592147,161.786688817338,9.33578136314948,21.4225623855988,50.0170721428301,775.023792602501,30.6067504882812,-12.2237501144409,42.8305006027222,18.6080836455027,4.46966671943665,18.8386254310608,-0.0645833015441895,299,68,6,84.990371038301,178,27,145,38
"82","Arroyo Alamocito",0,0,0,0,0,0,23.11,0,0,76.89,0,0,0,0,0,0,"1815.80541992188","1514.09551188558","1325.47729492188",35.8355369567871,4.49779674716044,169.812884681818,12.4047526294986,16.8365886261066,43.0440486214254,819.223538170494,33.9194984436035,-7.32224988937378,39.0897501707077,22.6421562830607,2.44690628846486,22.6421562830607,2.44690628846486,377.5,69.25,8,68.4667853297559,185.75,28,185.75,28
"83","Arroyo Chijuillita",0,0,0,0,0,0,38.67,0,0.22,61.11,0,0,0,0,0,0,"2350.6279296875","2211.95851751637","2104",25.3459148406982,3.39606275971014,174.320142073939,7.85603138556083,19.42097932597,44.7467377881004,851.08754633516,28.4955005645752,-14.9064998626709,43.4020004272461,18.1629585425059,10.9134585857391,18.1686669190725,-2.67383329073588,348,63,16,49.03101471559,152,56,133,58
"84","Arroyo Cuervo",0,0,0,0,0,0,95,0,0,1,0,4,0,0,0,0,"1409.65881347656","1332.23407571298","1243.26953125",8.56159019470215,1.38116704157641,134.64248012106,15.40670317815,19.4412708996485,48.3166199761258,775.246047255887,35.8569984436035,-5.09924983978271,40.2327497005463,24.0756251017253,15.0240939582388,25.0844688018163,6.03868757685026,287,61,4,78.5740279865644,162,18.75,134,45.25
"85","Arroyo de las Calabacillas",0,0,0,0,0,0,43.22,0,0,56.78,0,0,0,0,0,0,"1990.84582519531","1862.8558825208","1716.42358398438",9.95881938934326,1.70852326974719,137.811464256915,12.4146094533304,17.6965626055996,43.0025819177682,858.93732762075,32.9462509155273,-8.99324989318848,41.1455011367798,22.3467398484548,6.13343753417333,23.2762085994085,2.11113544305166,293.5,52.5,14.25,49.3097991720183,130,48,111.5,48.25
"86","Arroyo Del Agua",0,9.33,0,0,0,1,9.33,12.22,0.22,66.56,0,1.33,0,0,0,0,"2761.63134765625","2368.73810674077","2025.80358886719",33.96337890625,6.9901895365046,139.601486308558,6.04962502637257,16.1408957994233,42.8462780083505,778.252104883119,28.2360000610352,-14.3424997329712,37.6855623722076,15.5305312871933,5.3507395585378,15.5915520787239,-3.33204165101051,555.25,87.5,28.5,39.6587464111845,215.5,89.75,205.75,120.25
"87","Arroyo Del Alamo",0,0,0,0,0,0,15.67,0,0,84.33,0,0,0,0,0,0,"1664.35522460938","1453.25839251081","1315.66345214844",20.5905284881592,2.67164368894471,118.309098086025,13.1480624179045,17.108749806881,42.677716126298,845.392299477621,33.286750793457,-6.80149984359741,40.0882506370544,23.6965416272481,2.81545821825663,23.6965416272481,2.81545821825663,380,73,7,71.1044860901569,188,25,188,25
"88","Arroyo Empedrado",0,0,0,0,0,0,97.44,0,0,2.56,0,0,0,0,0,0,"2048.68798828125","1920.9317620246","1821.95422363281",18.8634300231934,3.29975693272678,191.266438077689,10.4497890039347,18.1139530610914,43.4002777245393,854.488193912587,31.2530002593994,-12.09850025177,41.7184998989105,20.4564061164856,3.99652071855962,21.1941665410995,0.113229115804036,279.5,51.25,13.5,52.1132167570392,127.5,43.5,108.75,43.75
"89","Arroyo Hondo",0,0,0,0,0,0.44,0.33,7.33,0,91.89,0,0,0,0,0,0,"2407.43798828125","2183.16859230667","1977.59411621094",33.177074432373,4.12931172896658,211.371313655777,7.59126053998868,18.9758960654338,43.2898651291126,882.376406111731,28.4892501831055,-15.3452501296997,43.8345003128052,17.9276251792908,-3.52512494723002,18.2044583956401,-3.52512494723002,310,55,13,49.6654374546903,136,43,128,43
"90","Arroyo Landavaso",0,0,0,0,0,0,8.89,0,0,91,0,0,0.11,0,0,0,"2379.90576171875","2119.28793033139","1974.75610351562",24.0909976959229,3.09094215437961,185.8259708539,9.91096887737513,17.2256044993798,45.9508743978649,744.870045336613,28.2700004577637,-9.21700000762939,37.4870004653931,18.6458334922791,8.76433339715004,19.1475834846497,0.917041699091593,345,74,8,79.0403438487579,197,36,163,49
"91","Arroyo Seco",0,47,0.33,0,0.11,0.44,0,8.11,0,40.67,0,3.33,0,0,0,0,"3670.66479492188","2713.83821956237","2172.2861328125",47.4945449829102,14.0823131475626,221.454829504687,5.13012494891882,15.8635415186485,41.920463810673,794.554236221371,23.3102493286133,-14.5317497253418,37.8419990539551,14.611958026886,-4.60645830631256,14.8486663500468,-4.60645830631256,492,77,25,37.8373304359692,190,80,182,80
"92","Arroyo Serrano East",0,0,0,0,0,0,83.67,0,0,16.33,0,0,0,0,0,0,"1621.75659179688","1514.80195935998","1408.23425292969",15.1968069076538,2.9434433170614,155.001015803706,14.0173959596238,17.9080836249826,45.4542948430331,784.427824279186,33.4145011901855,-5.9835000038147,39.3980011940002,23.0860835711161,5.88845829665661,23.6590838432312,4.43504174550374,318,66,9,69.7489325997029,163,30,152,32
"93","Arroyo Serrano West",0,0,0,0,0,1.33,73.22,2.11,0,23.33,0,0,0,0,0,0,"2082.3642578125","1649.32094005635","1511.08337402344",23.8748302459717,3.03926706068952,140.00403472744,13.364145860561,16.9691249420478,44.9310230686764,760.943534808153,33.4145011901855,-6.16825008392334,37.7368754148483,22.1341459353765,6.21416665116946,22.7873230775197,4.12992710868518,357.25,73.75,11.25,69.0263934332613,183.75,37.25,171,40.75
"94","Artesia",0,0,0,0,0,0,79.33,0,0,0,0,16.67,4,0,0,0,"1097","1053.41721179947","1015.29223632812",1.3017270565033,0.428914573691645,91.8406483657209,16.0360833182931,18.190791413188,45.2946677501342,813.23008879167,35.7229995727539,-4.43800020217896,40.1609997749329,24.8073334693909,8.02554156382879,25.976583480835,5.90608324607213,324,63,8,68.5626347175071,160,28,136,32
"95","Artesia NE",0,0,0,0,0,0,99.33,0,0,0.22,0,0.44,0,0,0,0,"1105.22375488281","1042.24052303897","1008",3.92793655395508,0.813642963326095,200.763919351717,15.9714167055984,17.8380417153239,44.2760979914161,829.364646905699,35.7277488708496,-4.65299987792969,40.2882499694824,24.9753124713898,7.78164594372114,26.0686664581299,5.6213333706061,328,60,8,67.676308176334,161.5,28,141,32.5
"96","Ash Mountain",0,24.89,0,0,0,0,0,1.56,0.22,72.22,0.11,1,0,0,0,0,"3805.4970703125","2981.32262993354","2473.99340820312",34.4071273803711,11.3074516434174,154.083984468013,4.04053125328695,15.7590520136679,44.1841858048327,739.190145534376,23.8999996185303,-16.2544994354248,35.6508121490479,13.1336249709129,-4.71840622400244,13.2753854009012,-4.71840622400244,555.75,86,25.5,42.3560780684667,216.5,82.25,213.75,82.25
"97","Aspen Basin",0,78.22,0,0,0.56,2.78,0,0.67,0,17.78,0,0,0,0,0,0,"3822.25830078125","2949.01097547472","2227.486328125",41.9763717651367,16.2094207606756,217.292236023193,6.71207806235179,14.5880207465962,41.4766336502254,756.112628209413,28.2017498016357,-13.1450004577637,35.2155003547668,15.7119269768397,4.35731248557568,16.2308020194372,-2.24179168542226,533.5,93.5,25.25,51.0736669351672,235.5,89.25,221,94.75
"98","Atarque Lake",0,0,0,0,0,0,21.33,0,0,78.67,0,0,0,0,0,0,"2230.12109375","2081.33551694261","1971.6318359375",16.5447998046875,2.03898235490815,199.166512836043,9.61879170189301,20.7320833951235,48.8768264719797,791.058234200183,30.4927501678467,-11.9242496490479,42.4169998168945,19.0287083784739,13.0391252239545,19.5682085355123,0.213374932607015,316,63,12,60.0416274394691,152,38,127,55
"99","Atencio",0,0,0,0,0,0,2.22,0,0,97.78,0,0,0,0,0,0,"1613.26208496094","1533.65554695549","1396",20.8226261138916,3.84452048876638,154.424400661486,11.5343749523163,16.0815833409627,41.3711426860192,842.692270635014,31.1892490386963,-7.68225002288818,38.8714990615845,22.1175829569499,1.37150001525879,22.1175829569499,1.37150001525879,406,74,7,68.3079577667492,193,24,193,24
"100","Augustine Well",0,0,0,0,0,0,0.33,0,0,99.67,0,0,0,0,0,0,"2219.48901367188","2140.88165672711","2115.61010742188",5.84805488586426,0.540398845514481,165.539442527261,8.96314852793391,20.5492343831187,49.6347409229944,756.707011883601,30.6067504882812,-12.3937501907349,41.3406252861023,17.9211981097857,5.97038547197978,18.2942815025647,-0.203239500522614,327.25,73,7.25,82.7901711098111,191.5,30.75,156,44.5
"101","Aurora",0,0,0,0,0,0,54.33,3.89,0.22,41.56,0,0,0,0,0,0,"2103.33447265625","1916.25820715176","1785.42590332031",25.0812911987305,3.36901429424098,143.833410141441,10.3342604587475,15.625645806392,43.2023595599894,754.109014885066,28.0575008392334,-8.11100006103516,36.1685009002686,18.9670418103536,2.67458319664001,19.8495001792908,1.26212485631307,351,75,13,70.0997243267772,183,39,172,42
"102","Avis",0,0,0,0,0,2,97.11,0.11,0,0.78,0,0,0,0,0,0,"2211.333984375","2033.25183752802","1812.08203125",16.3514537811279,4.57166740834512,152.650321357374,11.9249244872481,16.3635572704176,46.8190994742989,683.227132197082,30.8400001525879,-6.85949993133545,34.9403126239777,19.3863751093547,7.80587497229377,20.3707084655762,3.6304791867733,493.25,101.5,14,69.6934708665931,259.75,52.75,230,70.5
"103","Azotea Peak",0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,"1302.73254394531","1126.44379291761","1002.29992675781",20.0780296325684,3.33771718997221,153.102233132993,16.3323230432967,15.6426040952404,42.9520617054501,774.827086090439,33.8502502441406,-2.56850004196167,36.4187502861023,24.6222087542216,8.50791664421558,25.8025007247925,6.68466678758462,349,74,7,72.6680067489982,178,29,146,35
"104","Aztec",0,0,0,0,0,0,30.56,0,0,65.89,0,1.44,2.11,0,0,0,"2053.47412109375","1832.51188697777","1704.13916015625",12.9857225418091,2.95981592143198,212.877944357131,10.9319999654933,17.230333240858,40.4743445085026,911.679839551795,31.3125,-11.2585000991821,42.5710000991821,17.5279581546783,15.075458462971,22.3691665331523,-0.113041718800863,291,38,11,28.6149358678785,99,47,78,66
"105","B T Ranch",0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,"1573.91027832031","1491.02294124333","1421.10693359375",6.84410858154297,1.61174368107136,132.995778732283,15.2621251201878,18.1277710484962,47.0982397335785,763.663986744006,34.8552513122559,-4.64549970626831,38.4830011725426,23.5591149727503,11.0280520866315,24.641458829244,5.91533340513706,319.75,66.25,7.25,73.4639333489116,173,26,150.5,41.5
"106","Badger Lake",0,0,0,0,0,0,4.11,0,0,94.89,0,1,0,0,0,0,"1389.37097167969","1353.046875","1312",3.89016246795654,0.628208364244015,169.567576831134,14.2741667423397,16.9133752199511,43.6237776788349,807.083308970218,33.3352508544922,-5.43575000762939,38.7710008621216,23.2437087694804,6.06333340207736,24.1287086804708,4.29395838578542,401,73,10,69.4519771406398,196,33,195,33
"107","Baily Points",0,1.44,0,0,0,72.11,0.33,26,0.11,0,0,0,0,0,0,0,"2715.62426757812","2369.29658529947","2052.39575195312",34.7541351318359,9.36673644795924,208.599604361693,7.57861470679442,17.6427710950375,49.2422812198737,668.004096803297,24.9677505493164,-10.8607501983643,35.8285007476807,15.4292085965474,6.31908346215884,15.9192086060842,-0.395250161488851,487,98,10,73.6548603532776,264,47,219,84
